,date,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600276.SH,X000063.SZ,X600690.SH,X600031.SH,X002241.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600741.SH,X002236.SZ,X000100.SZ,X002475.SZ,X601877.SH,X000568.SZ,X300124.SZ
342,2016-03-08,0.0161260517456134,0.0139726611455725,0.0227882999562844,0.0225340614646512,0.0246356204415724,0.0188803173342122,0.019149753130699,0.0241770439832933,0.0116282105382806,0.0261656428545979,0.0244410642868297,0.0258190973371291,0.0308121584569757,0.0244729967462285,0.0244101028921914,0.0230304728028494,0.0213147127677632,0.0247285291757745,0.0223917168830647,0.0195136825519388,0.0348865515723806,0.0204371942802741,0.0324735960990967
343,2016-03-09,0.0161303399894458,0.0140618771210109,0.0227427904170287,0.0225444368508887,0.0244919988414767,0.0188707354260837,0.019111861896665,0.0241001552729805,0.0116196637999497,0.0261244241293393,0.0243366628377522,0.025803872396709,0.0314943321418138,0.0243831378208545,0.0243614856424988,0.0229248910130577,0.0213015634503452,0.0251551662591575,0.0222990449712608,0.0193707840359241,0.0347739355649273,0.020314900037309,0.0324708034576345
344,2016-03-10,0.0161530198641839,0.0140308534686921,0.0228124879589585,0.0225510505583034,0.0244756949352671,0.0188961247194689,0.0191344715299419,0.024069710089033,0.011838532835248,0.0262083211814888,0.0243720571600943,0.0258617193033674,0.0320523759634637,0.0243656474430392,0.0243481174219978,0.0229309341049654,0.0213616464018086,0.0252731030313165,0.0222934857056573,0.019423076688006,0.033984486440683,0.0203442892326815,0.0323660765484922
345,2016-03-11,0.0160087259314821,0.0140519883497192,0.0228004418634028,0.0225686162656222,0.0245686749802612,0.0189031313677632,0.0191055294452284,0.0240839678817642,0.0118823670623795,0.0261964367907155,0.0242177897647617,0.0258715912791108,0.0324191588581686,0.0242935787357496,0.0243579600172772,0.0228958608613922,0.021342110779461,0.0253292048369626,0.0222515842873141,0.0191489795457653,0.0340436241511155,0.0202509638590407,0.0323660225324873
346,2016-03-14,0.0159931348099155,0.0139201696102264,0.023285373203292,0.0225887885230838,0.0247685285918176,0.0190408436916678,0.0190419732771921,0.0241431880638161,0.0118914926098672,0.0262957580331728,0.0244917576627842,0.0260727430673357,0.0323425506404703,0.0249927311814525,0.0243754333319393,0.0234859388631401,0.0214677697042391,0.0260334519998436,0.0224244092069581,0.0194888547528997,0.034483406539309,0.0204136764771908,0.0329154681104703
347,2016-03-15,0.0158637444268253,0.0139218077464764,0.0232831116671124,0.022633643147967,0.0247697982777294,0.019010941072225,0.0189037298142027,0.0240740303656574,0.0118240216198971,0.0262764738169614,0.0245454513492746,0.0260704417924487,0.0323679777959811,0.0249925313160905,0.0243663252644712,0.0234132166954185,0.0213922125973457,0.0260485232884999,0.0224348067177175,0.0193770038998729,0.0344355430524791,0.0204126707245916,0.0329187023853816
348,2016-03-16,0.0158645448471544,0.013953948703315,0.0232835108540735,0.0226556016300869,0.0247775910995783,0.018991076944867,0.0189072275516863,0.024100328831671,0.0117283962097048,0.0262850999781091,0.0244852431001398,0.0260640342373461,0.0324995019981696,0.0250189297222524,0.024321726466733,0.0234097394501063,0.0214189160289353,0.0260545689089502,0.0224353006256054,0.0193048880498305,0.0342464348669924,0.0204197369407678,0.0328636378524047
349,2016-03-17,0.0158628216009438,0.0139580917190268,0.0235386026401069,0.0227369148689034,0.0249007330224493,0.0192566772810579,0.0188949172411098,0.0242127930949061,0.0119128788695501,0.0263975622655336,0.024391136658478,0.0262094904384268,0.0332481459747428,0.02542903155736,0.0244673775621765,0.0238117957259274,0.0215323090043517,0.026791897385174,0.0228761548580526,0.019532116661804,0.034908928602626,0.0206414236418448,0.0336207578820624
350,2016-03-18,0.0158749282465812,0.0138891724346377,0.0235998933727967,0.0227832040109284,0.0250202703847902,0.0193806873924902,0.0187871685463303,0.0241771161268452,0.0119069931008649,0.0264172710621716,0.0243746207422843,0.0262699828602773,0.0334706552763578,0.0256078795482165,0.0247121186829935,0.0242987647667102,0.0215228242358562,0.0268886525836639,0.0231299877856244,0.0197302586158841,0.0355373738166489,0.020890581521004,0.0338604265074702
351,2016-03-21,0.0159642416560204,0.0139404303892227,0.0238646746674903,0.0228878751953633,0.0251335549318137,0.0194322372544902,0.0187974153021629,0.0242394040616662,0.0119028380796013,0.0265038125292815,0.0246784694868171,0.0264804304742558,0.0336867946146882,0.0258312369970794,0.0249323138494681,0.0244120840140044,0.0216707876591991,0.0269178335531024,0.0232966860773454,0.0198919676456649,0.0357574484923561,0.0209782617167126,0.0339272920864305
352,2016-03-22,0.0159470457184052,0.0139918922874614,0.0238639849309356,0.0229470247222975,0.0251341606037173,0.0194190108593685,0.0187964022967176,0.0242389832642077,0.0118993971223793,0.0265133782916618,0.024514821705006,0.0264755413779203,0.033620009423016,0.0258372555533761,0.02493373492682,0.0244334447927392,0.02166530461413,0.0269206150556483,0.0232462230010191,0.0199603314537093,0.0357427434948791,0.0209790158354965,0.0339188233471323
353,2016-03-23,0.0159102815928747,0.0139189653963233,0.0237575489397082,0.0229643696533573,0.0250956339057737,0.019228428655207,0.0186346361688364,0.0240142973854652,0.0119378682851482,0.0263939416113026,0.0244617028411159,0.0262942675980852,0.0335609513786002,0.0257710849064112,0.0248984072423794,0.0242924930325672,0.0216164124705223,0.0268806645320972,0.0230553785655832,0.0199152896844116,0.0357977785632645,0.0209229160435389,0.0337886749926031
354,2016-03-24,0.0159093887735989,0.0139559615986451,0.0237789983551493,0.0229698781771836,0.0251049572900162,0.0192637526895482,0.0186434147246828,0.0240485788491248,0.012002599930522,0.0264023942278562,0.0243203875916934,0.0263573005712745,0.0336340990262978,0.0257906909636002,0.0249557336628335,0.0242918307704827,0.0216537942698527,0.0269341971882422,0.0229845120095679,0.0199161504089169,0.0358047760377425,0.0209126595356636,0.0337653129856279
355,2016-03-25,0.0157510215987081,0.0138182670485406,0.023698316685831,0.0227869276145469,0.0250934067863026,0.0191982444030767,0.0178152050258812,0.0236396183612975,0.0117382139664373,0.0263264719828639,0.0241756886626571,0.0261375478204157,0.0337751300018836,0.0258198474387905,0.0248999790542728,0.0243337260424827,0.0216041895029735,0.0269441420267012,0.022814998751035,0.019890099313605,0.0358014517265347,0.0208390214755854,0.0337934342285911
356,2016-03-28,0.015739169069261,0.0138155859104733,0.023652324207762,0.0228409773517354,0.0249992836890006,0.0191725957888103,0.0178078241539154,0.0236359737043211,0.0117301002482764,0.0263230889570381,0.0239451293786112,0.0260824685372261,0.0334129908291138,0.0257863217740713,0.0248720663307801,0.0243042224276587,0.0214866618869959,0.0269734828169347,0.0226338355714712,0.0197961761690749,0.035774480435832,0.0208287460829036,0.0336813063941299
357,2016-03-29,0.0156839608690775,0.0139128000965247,0.0237371473237547,0.0229614714496731,0.02498821268067,0.0191903973296608,0.017847771747798,0.0236259484338053,0.0117997168884997,0.0263255651277507,0.0237868207083786,0.0260765601312471,0.0334126056494355,0.0258213171728856,0.0248696800602672,0.0242909023691658,0.0215170282923084,0.0269912093203512,0.0226362205044043,0.0198097967082611,0.0357708291457429,0.0208598979733059,0.0336879799293977
358,2016-03-30,0.01574367521723,0.0139476433828249,0.0240708731353838,0.0230391324326427,0.0253352704089542,0.0193999945158907,0.017954696264568,0.0237613488919479,0.0118337266284569,0.0264332767459098,0.0243971265991007,0.0263329814276103,0.0341744936433267,0.0263680292293496,0.0250703986994485,0.0247609244026228,0.0217538433708737,0.0279080777689142,0.0231792302437612,0.0201821670446848,0.0365737482641458,0.0211234187520438,0.0342767116917804
359,2016-03-31,0.015546215549678,0.013893200317326,0.0240432849627351,0.0231557742942203,0.0253779113521593,0.0195232125225385,0.0179197635450498,0.0237791670536412,0.0118332358986924,0.026439325694885,0.0241237755987658,0.0263369474366546,0.0341957049041836,0.0263447253416638,0.025097421340889,0.0248434005099771,0.0218274225149274,0.0278979650404993,0.023301479231342,0.0201901760954932,0.0365664531542017,0.0211526881168533,0.0343092213475423
360,2016-04-01,0.0154801755093178,0.0138286820282337,0.0240247779505124,0.0230353718446879,0.025273976960247,0.0195280017407881,0.0179137151305728,0.0236756943489146,0.0118534919066041,0.0263701142050602,0.0238779963853672,0.0262598559333354,0.0341798029806299,0.0263316797497991,0.0249520155133548,0.0248183202753595,0.0216971347255111,0.0278963750927961,0.0231956741141276,0.0201409494936786,0.0364396169685901,0.0211373973585005,0.0342497740472213
361,2016-04-05,0.0154984095394969,0.0137823554881167,0.0242194652882436,0.0231391646336944,0.0254697330655247,0.019687465618582,0.0178377137177497,0.0237101739461801,0.0118471567051083,0.0264239372862007,0.0237707123025415,0.0263581396352675,0.0344797797039537,0.0265299019615818,0.0251323051417156,0.0252422942350502,0.0217435580148797,0.0281298936891363,0.023591895741698,0.0203359087986164,0.0369016869322608,0.0212639788793361,0.0345358497738754
362,2016-04-06,0.0154660909555209,0.0138948893761049,0.0242043753973921,0.0231711222656161,0.0253885790488522,0.0197813428698033,0.0178008918546888,0.0237185358336506,0.0118342135787576,0.0261915023780668,0.0235106344066496,0.0262676591435304,0.0344345697761748,0.0264867700530919,0.0250786798466852,0.0252394907736885,0.0216752638932916,0.0281055236297294,0.0235793683432675,0.0203291548861745,0.0368594480302817,0.0212081589419042,0.0342957820502059
363,2016-04-07,0.0154789756765553,0.0141313206992506,0.024197798795804,0.0231795277233869,0.0253739772809219,0.0198128137306064,0.0180161416138496,0.0237203521247184,0.0117226321736568,0.0260870070489044,0.0233355103838108,0.0262442926300523,0.034463929047828,0.0264406774692184,0.0250754819931632,0.0252484229145767,0.0217012390767782,0.0281055353818489,0.0235361634119849,0.020342857759213,0.0368380723491307,0.0213841972502448,0.0342856620642182
364,2016-04-08,0.0145549158598443,0.0135981262746664,0.0232852088949864,0.0207763148313489,0.0236137688933315,0.0186177956217048,0.0171121670030178,0.0216026641202579,0.0113626382771794,0.0246704027950735,0.0230213284922022,0.0244759169767873,0.0334280443757712,0.0253113597819186,0.0238359730155183,0.024647645515656,0.0202589583023831,0.0273308923309923,0.0221632136705707,0.01961281649664,0.0358758408048147,0.0204796902744482,0.0320800278664137
365,2016-04-11,0.0145808517610715,0.0136883586638385,0.0233593989206585,0.020686696275683,0.023647848796638,0.0185617628037587,0.0168883328030133,0.0215756604986118,0.0111981905372132,0.024722658800406,0.0235153991833804,0.0245463622844796,0.0336362142614518,0.0254819220950655,0.0241666823860535,0.0247683933878204,0.0202825035663524,0.0277975880566743,0.022265623076819,0.0195026732895733,0.0350640802411431,0.0205316633044703,0.032066491289332
366,2016-04-12,0.0145775463480816,0.0136450844223848,0.0233851257805719,0.0206340601535018,0.0235813765539398,0.0185073257214531,0.016740055805805,0.0215433892970203,0.0112569826772271,0.0245939455583896,0.0231731038913312,0.0245187445895757,0.0333356479505752,0.0254563264141618,0.024158639515124,0.0247700366572919,0.0202240968663346,0.0277439585816597,0.0221999210624084,0.0195027534341976,0.0349948147169176,0.0204632160822556,0.0319476996582727
367,2016-04-13,0.0133942787515967,0.0128688507862247,0.0223645652265625,0.0184714136489046,0.0216033034432002,0.0177019304140255,0.0150305878960632,0.020030525950127,0.0104261442234732,0.0225098134881631,0.0232904369532589,0.0227763942131945,0.0320753834627848,0.0239348248373767,0.0228160724894162,0.0241537423961777,0.0189049275624864,0.0270384877529743,0.0209652332160137,0.0185310063474396,0.0336292590116109,0.0189232563339692,0.0294571537176092
368,2016-04-14,0.0133934019805613,0.0128455933334979,0.0223537407880689,0.0184298954546,0.0215081351374815,0.017705435071155,0.014992368144019,0.0198734987572026,0.0104202552730711,0.0224932287814772,0.0233673155486084,0.0227770673824417,0.0321160553244586,0.0239673317537383,0.0228142734904844,0.0242070101236073,0.0189453050601547,0.0270378893342339,0.0210212267580952,0.0185860380079944,0.0337144063219645,0.0189623719891983,0.0294972854627813
369,2016-04-15,0.012557585191337,0.0123393740101396,0.0216001500628428,0.0173621306944866,0.0207149482996542,0.0160490732980782,0.0142477809776828,0.0185038364544221,0.0097371782804535,0.0212797120492531,0.0233032954629539,0.0213606952988493,0.0314022842244242,0.0230563071811498,0.0220112142889631,0.0221747266113767,0.0176545733576271,0.026573443594856,0.0199390416341734,0.0176929478713958,0.0321343700487613,0.0181563841766103,0.0282786352492869
370,2016-04-18,0.0126581547573788,0.0123642539029474,0.0216988241103791,0.0173704446943852,0.0207238579116422,0.0161150699312282,0.0144272701693415,0.0185406229285755,0.00978628579246893,0.0213304568191271,0.0230401847295665,0.0216220280337878,0.0314065870472416,0.0232251276208245,0.022071684756383,0.0221273694198474,0.01784953658158,0.0269506084701233,0.0199809391218094,0.0177045445365389,0.0321985311963533,0.0182560177735811,0.0282761376899504
371,2016-04-19,0.012654866195055,0.0123298898171152,0.0216726982921644,0.017225249188673,0.0201909789936868,0.0157583456922345,0.0143984262178882,0.0184229283865624,0.00970841424350032,0.021167178796688,0.0228499062751585,0.0213225152705149,0.0311866068840799,0.0229859136862293,0.0218368284005363,0.0218906914677097,0.0177135791154228,0.0268834480086558,0.0197515275313664,0.017501715554357,0.0315918258080604,0.0180909504211017,0.0281200192466716
372,2016-04-20,0.0123655517560869,0.012287080004266,0.0216278924080416,0.0169697971098451,0.0201013352490494,0.0156724026462144,0.0140798171923864,0.018434110072537,0.00954456488563616,0.0211962219112464,0.0226274917810788,0.0212364440175853,0.0314263789711706,0.0229761726356146,0.0220436866783269,0.021731620187338,0.0175339663533494,0.0268912807019028,0.0196827873037991,0.0177293382314438,0.0314826321663657,0.0179035394578786,0.0278880883867169
373,2016-04-21,0.0121201028429509,0.0121902621973375,0.0211683028391415,0.0164843559038338,0.0197178668427772,0.0155463676032342,0.0138775466735441,0.0182162037407784,0.00942546400916254,0.020798586261553,0.022460834382777,0.0207345052764687,0.0313988813120016,0.0227230469435972,0.021327217452969,0.0213019731848688,0.0173618409633295,0.0266523174751697,0.0191916068978755,0.0176213534980119,0.031189028551703,0.0175694382847191,0.0273413175554077
374,2016-04-22,0.0122020104766719,0.0121806079085997,0.0211839503301526,0.0165135098211095,0.0196434967317033,0.0155330794271127,0.0140932176193682,0.0181380848666642,0.009612467560472,0.0206651403862101,0.0226246065004177,0.0207283661407583,0.0315538113502244,0.0226962215760574,0.0213376381480549,0.021252436525041,0.0174066755724311,0.0267447838402663,0.0192657826163454,0.0176188183273867,0.031318552478786,0.0175961698613084,0.0272786455858603
375,2016-04-25,0.0120153185102269,0.0120510596743165,0.0208799565193237,0.0163299593686441,0.0193677079984748,0.015440633781553,0.013658548923339,0.0177140412997133,0.00917608520663393,0.0203881042302474,0.0226112051636095,0.0204079955577238,0.0311817991752633,0.0223758254991762,0.0211348228229091,0.0210777556773427,0.0171637697142078,0.0265203704214387,0.0191917457143497,0.0174232819632442,0.0312797299413681,0.0173327803856621,0.0269659899562017
376,2016-04-26,0.011696632304723,0.0118358560852982,0.0208241675144959,0.0158423014604006,0.0189816960534225,0.0152768785633561,0.0134424582163231,0.0176512110375511,0.00918619069104198,0.0203947397269481,0.0225907820143627,0.0203345602991094,0.0313962405399434,0.0223718795396981,0.0210578632627464,0.0208943912529545,0.0169561352724576,0.0265924382396567,0.0191327323251224,0.0173748231011782,0.0312711971751956,0.0173106691508615,0.0269606501642402
377,2016-04-27,0.011473168007531,0.0116848940052084,0.0206905954952926,0.015509673920635,0.0184838151817147,0.0144220354793858,0.0131333025127517,0.0174880142315363,0.00906907031141363,0.0202549029069531,0.0225226564395913,0.0201125612592623,0.031095713550085,0.0220612968720426,0.0209010805869089,0.0203096469525803,0.0166122051877127,0.026530301866353,0.0190046110558201,0.017314216882137,0.0300825799833523,0.0171259787565766,0.0267807773140991
378,2016-04-28,0.0114640714978463,0.0116915040910005,0.0206070761240524,0.0155598114590462,0.0184166977657361,0.0143206037103997,0.0130963179837968,0.0173677676108336,0.00902820483823481,0.0202529709048982,0.0223598351570772,0.0200788538280483,0.0310304730637838,0.022027855709353,0.0208174480484244,0.0202461020656961,0.016594056881331,0.0265070625582306,0.0189024161408158,0.01731576954074,0.0300605169073869,0.0169794472842416,0.0267880377759708
