,date,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600362.SH,X600010.SH,X600188.SH,X600886.SH,X600795.SH,X600309.SH,X600027.SH,X600489.SH,X600547.SH,X600660.SH
1158,2019-07-11,0.00705747010011588,0.00764477829352782,0.0107765944880256,0.0170106715356178,0.0119321896078501,0.0124443000103283,0.012142234133709,0.0112623499395227,0.0218700434257909,0.0172511882017069,0.0185137481477894,0.0173709929110668,0.012902340742296,0.00798289890896681,0.010565381158606,0.0211958375356504,0.0146876420793991,0.0221984015631886,0.0242785810700336,0.0087998467384131
1159,2019-07-12,0.00703826484069347,0.00764330918426216,0.0107370563176867,0.0170864649628373,0.0119339131972153,0.0124985760724046,0.0121262253492667,0.0112763187466789,0.0219364219231061,0.0172629991838708,0.0185164891518478,0.0173706231210017,0.0129508344792788,0.00797898885893178,0.0105553763849159,0.0214032337451281,0.0146761671490338,0.0222536132106988,0.0243948763296468,0.00885944381451279
1160,2019-07-15,0.00700602472874197,0.00753925102924191,0.0104389647751124,0.0165249447963612,0.0119870054883006,0.0122823635369069,0.0121131890861856,0.0113187680911113,0.0219011430573062,0.0172681323599341,0.018442687213983,0.0174074252129014,0.012955652772117,0.00797944403088252,0.0105951963961416,0.0211105155763335,0.014701695276866,0.0221455809401597,0.0242908299869559,0.00879713991971397
1161,2019-07-16,0.00697543686945221,0.00754784163097149,0.0104330031195321,0.0165364318667841,0.0119850646141532,0.0122773501026384,0.0121143876756426,0.0113182305660576,0.0218891559906171,0.0172854745223075,0.0184552876500554,0.0173961102766185,0.0129670728765266,0.00798145006674519,0.0103546477302718,0.0210446609200563,0.0141102663443229,0.0221037855614472,0.0242849754619794,0.00861416258506807
1162,2019-07-17,0.00697607851093155,0.00754446647464861,0.0103285712566297,0.0164313458187471,0.0119212084612101,0.0122766681823281,0.0121343006169017,0.0112555346281275,0.0221178975712626,0.0172888251703112,0.0184440283044608,0.0173929655921469,0.0129731750307271,0.0079895347790188,0.0103733436499412,0.021171681923444,0.0140921958317891,0.0222795179802701,0.0244975986019375,0.00860199465404169
1163,2019-07-18,0.00659462425200175,0.00730410674017634,0.0102927498359952,0.016347174369595,0.011927175051931,0.0120843656752927,0.0117657098392099,0.01092165210858,0.0216365739403112,0.0169076575837028,0.0182624360234751,0.0169901535712694,0.0129385419216728,0.00794768980200788,0.0103504938870366,0.0211268546515445,0.0140425117760879,0.0221390640992218,0.0245078016777993,0.00848493471152747
1164,2019-07-19,0.00659457396181431,0.00727592583657323,0.0103291204095619,0.0163600201114831,0.0120323708775737,0.0120865783326632,0.0117774446588063,0.0109023354296351,0.0216427028171729,0.016950648001032,0.0183279966547171,0.0171395605441085,0.0129644131144037,0.00798551508335194,0.0103402401818047,0.0210698630151385,0.0140849748261236,0.022545475434584,0.0248307280146254,0.00841294323951831
1165,2019-07-22,0.0066817827352623,0.00729921091250366,0.0103566633636345,0.0163484936363313,0.0120125724308983,0.0121129569580591,0.0117982807807955,0.0108744839572462,0.0219816545888938,0.0170010532513397,0.0183825129799565,0.0171689849761455,0.012959701608836,0.00783228115625321,0.0102550239046876,0.0210606418082479,0.0140867694274885,0.0226470615908656,0.0248651194216835,0.00841824900229976
1166,2019-07-23,0.00664958761080364,0.00727068970828087,0.0101838814253109,0.0163240474796313,0.0121722683325017,0.012076425072703,0.0118065281647992,0.0108820806529085,0.0218655058192743,0.017006413243964,0.0184095988494382,0.0170831760502445,0.0130094951991384,0.00791542572594419,0.0103263669966357,0.0209915594222409,0.0140502050429377,0.0226738945556907,0.024862592956688,0.00834643663170126
1167,2019-07-24,0.00649964408588775,0.00718817569650534,0.0100630698113274,0.0157827739556867,0.0120013134703592,0.011948615005661,0.0114885205428369,0.0108059088527598,0.0218462301029188,0.0170622794910025,0.0183795431933275,0.0171246461454914,0.0130172453001116,0.00750180302812671,0.0100253324591781,0.0210204486251108,0.0142174844974499,0.0226822310988042,0.0248941927445533,0.00806200014845902
1168,2019-07-25,0.00650780634145487,0.00715381244360227,0.0100506059262052,0.0157866617468862,0.012020730109911,0.0119520921707055,0.0114143570145365,0.0107773585458025,0.0217882680934496,0.0170322299413258,0.0183463288502388,0.0171410179156412,0.013016403243065,0.00743536938169812,0.00990322616182153,0.0210333854258437,0.0142487703994974,0.0225627081398419,0.0247584464346235,0.00806970719087387
1169,2019-07-26,0.00651081664674855,0.00716566978198655,0.00995099684977075,0.0158391259206388,0.01195399410162,0.0120109652208559,0.011425582372552,0.0107540267074466,0.0215861324879659,0.0171169827003762,0.018348062773567,0.0171377835487005,0.0130832335144078,0.00746999230874289,0.0099877919968761,0.0210642543512777,0.0143311271373944,0.0226205790707863,0.0247781076029322,0.00815170927539734
1170,2019-07-29,0.00633439065945776,0.00689985269643221,0.00947949454353022,0.0153861996258422,0.0121142242604791,0.0111892925667758,0.0107869722516758,0.0102724633959532,0.0218694187015938,0.0168696300156623,0.0179970095931364,0.0169254351024598,0.0123997285251612,0.00711005164548287,0.00978083141755536,0.0208982848391104,0.0142806315118723,0.0223443512251489,0.0246059844518014,0.00795772228268337
1171,2019-07-30,0.00625697101529377,0.00689641157908972,0.00954384863785698,0.0153889875883992,0.0120301724488685,0.0112916058285753,0.0107197512842658,0.0100087319517063,0.0216488727158335,0.0166250676241921,0.0178387108124603,0.017060428511137,0.0124567118432278,0.0072410155710193,0.00922583021839433,0.0208634148529469,0.0133892514660949,0.0224159587181194,0.024617342797552,0.00791316233837954
1172,2019-07-31,0.00606282003115371,0.00681741312574546,0.00948447091382039,0.0156232517539936,0.0120915687203859,0.0112390510866904,0.0105431736811972,0.00964411580161614,0.0211655472833056,0.0162248866798568,0.0175690320853127,0.016441895214458,0.0120308045727708,0.00736522410081998,0.00865469296873093,0.0208648192720056,0.0131106852209808,0.0216747197608107,0.0243977448511184,0.00791089063532907
1173,2019-08-01,0.0060197424814318,0.00680760497988918,0.00948503071716593,0.0155955580333712,0.0115889200484073,0.0112901817335257,0.0105517062272504,0.00956712335409142,0.0212162935809572,0.0161813663373262,0.0175767638667546,0.0163386363537052,0.0119752750172111,0.00689810807677833,0.00842521091827434,0.0208400468152461,0.0130642947388308,0.022496913302229,0.0248009027550601,0.00789549163969305
1174,2019-08-02,0.00532646351095529,0.00558107289240271,0.00834405593561867,0.0139449231476717,0.0106308811028551,0.00942643591732478,0.00855613456296114,0.00754840669885005,0.0213994346751204,0.014051220696398,0.0149896921387581,0.0149735934656293,0.0103848345167655,0.00676560357630153,0.00712644220802294,0.0197059858101185,0.0102786491243153,0.0222379067934696,0.0249509610678511,0.00616982571212286
1175,2019-08-05,0.00549873561377799,0.00587287361242228,0.00857880984402789,0.0139282233307796,0.0105120339014636,0.00953051703314667,0.00875682507331095,0.00758047935495481,0.0213993844928496,0.0141145543843044,0.014992684787189,0.0149754932694242,0.0110122120948386,0.00681364883923088,0.00722587601660679,0.0198496293344434,0.0101846427276067,0.0242294435905708,0.0274258966177172,0.00626710760394347
1176,2019-08-06,0.00577528690123726,0.00609833481493965,0.00888657889264809,0.0138805207856588,0.0105092900280661,0.00959107247601348,0.00931319244354627,0.00821849747633722,0.0214147979567857,0.0142781696200143,0.0147295566717237,0.015261989825937,0.0116831277276798,0.00681193542226676,0.00715546898553615,0.0200811907898703,0.0101549446059202,0.0242121224066946,0.0272639532482636,0.00632995270465867
1177,2019-08-07,0.00568260039780258,0.00600979009378249,0.00887831302203608,0.0138488780235628,0.0105203460011358,0.00949529223333954,0.00918458403977093,0.00819847835184763,0.0221233145763777,0.0144448180279902,0.014769328992489,0.0155517158897076,0.0116611398586006,0.00673137687226901,0.00665076945030468,0.0196019834993962,0.0101927398115195,0.0242511032372922,0.0279104478383384,0.00635651665921788
1178,2019-08-08,0.00563741952893454,0.00591598438544659,0.00877380007550759,0.0137252437973044,0.0105085557359178,0.00924964073286893,0.0090681851508365,0.00818198680707266,0.0215481555037294,0.0141533222925591,0.0145361526708074,0.0152041791523877,0.0115479565549487,0.00683491991086333,0.00658770976106699,0.0193647461384511,0.0100154107540045,0.02427961523736,0.0279101211830151,0.00610884767581148
1179,2019-08-09,0.00562233341197333,0.00590660645308308,0.00890366847756715,0.0135101488798518,0.0102561844419712,0.00929771725211938,0.00926785329987578,0.0080788676894016,0.0215580442804335,0.0141116294122331,0.0144080959531574,0.0151706172171271,0.011524301561451,0.0068229740492023,0.00657358745247918,0.01902274814573,0.0100733589030856,0.0242900583248787,0.0279210482337075,0.00612206521508027
1180,2019-08-12,0.00570315290967296,0.00606706470719493,0.00888646555161274,0.01355951849698,0.0101598896518283,0.00927021529463081,0.00927881882797018,0.00808798761845824,0.021537396795221,0.0141823658713437,0.0143954436912552,0.0152830344670569,0.0114493474102158,0.00689186712023453,0.00668545405838062,0.0189499618263514,0.0102496914598949,0.0242558929834479,0.0279203958102078,0.00611888823349714
1181,2019-08-13,0.00559913372130756,0.00589432329048377,0.00886956260118294,0.0134631351772468,0.0102760545646054,0.00909843313491376,0.00929771964034713,0.0081669056523545,0.0209746570877767,0.0140051245209901,0.0142079836160231,0.0152095135550301,0.0114084634530667,0.00680300394866492,0.00658218222353808,0.018669427561611,0.0103890230616317,0.0251083104393708,0.0293198904441846,0.00615115603565808
1182,2019-08-14,0.00551969044079575,0.00589699633914256,0.00852081160984841,0.0131040911359676,0.0102695951494466,0.00893574907182685,0.00910140243611651,0.00809974903608233,0.0207053184573277,0.0131550323992764,0.0135718206282875,0.0138107384460792,0.0114318998517831,0.00690381943870883,0.00634794120069296,0.0184907686222525,0.0102495512434079,0.0253342850748439,0.029482868805695,0.00606897552290281
1183,2019-08-15,0.00516282362376416,0.00575730375367088,0.00829714676736905,0.0127163382957445,0.00962066113980869,0.0082317948250662,0.00868547751361599,0.00742576773951686,0.0206043203227656,0.0127180613465755,0.01278692018861,0.0119231935817513,0.0110399076552922,0.00716107417050498,0.00580671623961902,0.0177676107206176,0.00946650650456237,0.0249036558586889,0.0295010642672976,0.00562597108955075
1184,2019-08-16,0.00514544742045646,0.00572350617703216,0.008312401583077,0.0128504809030571,0.00926263384353533,0.00820675335886807,0.00875929448635091,0.00741930833628985,0.021188698030612,0.0124647956410142,0.0127708174315485,0.0120022818070154,0.0110216496475298,0.00684390583907702,0.00581182227165074,0.0172962722792903,0.00945092680969501,0.0247804632190407,0.0293540677124095,0.00551075863411766
1185,2019-08-19,0.00507397118828632,0.00574518335297879,0.00883900108549898,0.0131620849506774,0.00935236586801634,0.00809464271433959,0.00836446363677167,0.00758724292674162,0.0210388734403854,0.0119070007949043,0.0120979382007711,0.0124899492982195,0.0111454580452029,0.00692313080002427,0.00582369584657063,0.0175019069856445,0.00925842146546905,0.0249179769460724,0.0293658573199243,0.00549648278447227
1186,2019-08-20,0.00508250631856357,0.00578208088121813,0.00886280813159523,0.0129006542867649,0.0092457271625858,0.00807175343031712,0.00840495681033609,0.00760564598616524,0.0211617735232726,0.0115417470141552,0.0118536859436891,0.0122494273491239,0.0111280123791491,0.00693948564475962,0.00568775244355721,0.016572851350486,0.00919799870714222,0.024882069257254,0.02938875724101,0.00550391914972017
1187,2019-08-21,0.00509162309448599,0.00573533268554012,0.00887572618642585,0.0128153447677035,0.00915984351133106,0.00799269969226367,0.00850919317695782,0.00754140706355305,0.0211721225111523,0.0114484083118376,0.0117321875122385,0.0116567615956842,0.0109136045869543,0.0066741663620842,0.00553858792706286,0.0152324867473752,0.00903831180671547,0.0251883555197648,0.0292990259040513,0.00535786253936991
1188,2019-08-22,0.00510063311427225,0.00568262555786731,0.00880173355213537,0.0128643778063932,0.00921273586383405,0.0079881172246453,0.00851196300185247,0.00748906996643172,0.0205253529382601,0.0114324655886308,0.0114324413840166,0.011243648041704,0.0110231195618369,0.00741868459304895,0.00553523505570123,0.0151288134026718,0.00860174604555715,0.025317693921036,0.029335741968786,0.00537447648591896
1189,2019-08-23,0.0050736952757989,0.00562551534711576,0.00881063550384232,0.0128951996042356,0.00912443463293544,0.00786526549395013,0.00840801464839952,0.00745421444762854,0.0203404762366077,0.0113409002785497,0.0113171884163788,0.011144009395802,0.0109353518322379,0.00736910497882478,0.0054865391744384,0.0151329691285001,0.00859931564448633,0.0253230333502902,0.0293534709942477,0.00526003944024704
1190,2019-08-26,0.00510570689228668,0.00562574326454255,0.00887141555784645,0.0129875956011782,0.00942142219077217,0.00786475756332984,0.00846682076120402,0.00758188137528807,0.0200847636645628,0.0113423126594817,0.011255225898516,0.011042665696891,0.0109513641054481,0.00774304446042569,0.00548713054697343,0.0150139373724708,0.00856974695086403,0.0254855873377348,0.0296276106382906,0.005281574874664
1191,2019-08-27,0.00520848152111154,0.00573606501185931,0.00886829819630675,0.0131134889477396,0.0094553136830761,0.0080372341705743,0.00835547444862641,0.00751375468078176,0.019702759885976,0.0111812113523623,0.0112381193240063,0.0111823629567717,0.0111941864765139,0.00786651858542837,0.00553647282468303,0.0149911812134706,0.0086012807110304,0.02549522654608,0.0296241885155235,0.00545492479561888
1192,2019-08-28,0.00519625328277014,0.00576248190536659,0.00885865363401083,0.0129360131376554,0.00937478412534525,0.00802445706977867,0.00835696977282568,0.00752881737152821,0.0191263081416418,0.0111332028914698,0.0111627267215135,0.0111211809627,0.0113421898902687,0.00788592836745236,0.00551478570780133,0.0147660258589846,0.00884069100083516,0.0254801446031099,0.0295878536117307,0.00547944513824543
1193,2019-08-29,0.0051792482830791,0.00579976877317748,0.00895057305816988,0.0128621743132136,0.00995560500131159,0.00791612991308374,0.00841552764995993,0.00752838208149513,0.0185577389778854,0.0111815485239636,0.0110947678974326,0.0108633621031581,0.0112611048129749,0.00786209465707615,0.0054858848367785,0.0145352656241631,0.00921463618258858,0.0254255824220662,0.0298177236728032,0.0057487813511249
1194,2019-08-30,0.00517959613041835,0.00579997683378145,0.00903700871050215,0.0129172565197066,0.00996239414423046,0.0079419795115709,0.00857048399776612,0.00749102747914412,0.0180104369544245,0.010924010381736,0.0111007395127603,0.0107298386723885,0.0109478114926335,0.00785042978309556,0.00551035790406819,0.0145244568156632,0.00942079212014674,0.0254523481145209,0.0296834626405396,0.00595100207665346
1195,2019-09-02,0.00523010580291426,0.00607298737934449,0.00971413158575885,0.0126509035989912,0.0100479966045464,0.00775026312649796,0.0100581013643381,0.0076405890092046,0.0177249571582891,0.0107473074240183,0.0109085768667624,0.0106676871849566,0.0111660050346209,0.00788426395396236,0.00555529897079265,0.0146431732197,0.00946631565793623,0.0255409046739891,0.0296876349688904,0.0059623572398942
1196,2019-09-03,0.00519472994334949,0.00608548948347265,0.00978254877451974,0.0126468045573589,0.00993987640582787,0.0077650418990043,0.0103100545379759,0.0076603635103433,0.0175324831361419,0.0107474011311686,0.0109056632941235,0.0106348853476858,0.0111791853643339,0.00791511955334718,0.00555045476227853,0.0143047583590104,0.00947792587000104,0.0254878786687169,0.0295751414852232,0.00599744575436484
1197,2019-09-04,0.0054187000003038,0.00620293237812227,0.00992160703846945,0.0129317478297169,0.00996318685068739,0.00792304581555551,0.0104489846493943,0.00781985977617878,0.0176955587092138,0.0109358279289008,0.0110643988633533,0.0107313691349949,0.0114731688253968,0.00850571712316568,0.00559364118999573,0.0146574081609234,0.00943053488084111,0.0254758637793529,0.0295494639674729,0.00599256652692493
1198,2019-09-05,0.00532504239258683,0.00627062005723531,0.00993633601327288,0.0128977035525056,0.0100813320976843,0.00791035811887606,0.0104419917020207,0.00796619144348059,0.0177044113215232,0.0109605920055037,0.0110710584242603,0.0108090764122007,0.0114487484676123,0.00851239909296858,0.00552189167748704,0.0147642127659437,0.00939350186587236,0.0254796141294238,0.0295587327799775,0.005927515745829
