,date,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600362.SH,X600010.SH,X600188.SH,X600886.SH,X600795.SH,X600309.SH,X600027.SH,X600489.SH,X600547.SH,X600660.SH
1085,2019-03-25,0.00851714285895069,0.0163865558382986,0.0120580152869796,0.0137721370691557,0.0168867032433534,0.012371876882904,0.0112385319647854,0.00973750418690881,0.0181235953856432,0.0134993594549826,0.0141570632762332,0.0168128112832532,0.0130233306277438,0.00900281167825826,0.0105310485638697,0.0210695803024977,0.0131874694165287,0.0150077137893928,0.0158573580691886,0.0127654498834583
1086,2019-03-26,0.00841530696391873,0.0162625987918733,0.012198457856395,0.013631216278094,0.0169147883308821,0.0123163084802071,0.0113334947841803,0.0101234885406397,0.0181896809561277,0.0137100498636847,0.0143389007315572,0.0170349303356726,0.0130288416488066,0.00899920708175773,0.0106373670454199,0.0199306939281669,0.0130781539805574,0.0148852275277193,0.0160293315161961,0.0126361563333435
1087,2019-03-27,0.00821668014839536,0.0161491551139374,0.0121961432949884,0.013337650359111,0.0170991018435058,0.0121779042008062,0.0111920235283431,0.0101164155877001,0.0182353474643737,0.0136804431355886,0.0143608556127895,0.0170386890344834,0.01294983346033,0.00899474060691944,0.0107015149503452,0.0199280395336543,0.0130831841760457,0.0148776929343273,0.0158400421710792,0.0127243767156124
1088,2019-03-28,0.00815543213165116,0.0162450850675684,0.0124560522210875,0.0133343585860814,0.0170817037669152,0.0123719160976086,0.0112170737350328,0.0102475970193888,0.0185293787920246,0.0137579565319294,0.014481456355779,0.0170833884659708,0.0130761110474186,0.00899431848753976,0.0108362955390543,0.0192485287962555,0.0128822163421048,0.0150620985130899,0.0158819958952905,0.0125379635864863
1089,2019-03-29,0.00819968402588929,0.0163615382673713,0.0123860349173736,0.0134353794763424,0.0172286510039312,0.0123713505245933,0.0114411463385087,0.0104414914118255,0.0186749774914508,0.0140340755523225,0.0145710767252959,0.0175343078088759,0.0131586134633762,0.00901655368002215,0.0108695325811188,0.018772337228567,0.0128716407515105,0.0149980248074517,0.0158540040442639,0.0115687534408473
1090,2019-04-01,0.00844573658843616,0.0166683336971526,0.0123858578731332,0.0142803194523454,0.0173523202912173,0.0131271203770573,0.0117413106181224,0.0107048471356266,0.0193323226396659,0.014964929495864,0.0150682462980168,0.0181575288256772,0.0136519405700888,0.00950819091274359,0.0112695486595863,0.0188109672974476,0.0131572278280729,0.0152584919610775,0.0159912386016804,0.0114485102804056
1091,2019-04-02,0.00814105196386444,0.0163949595950992,0.0123120439388169,0.0140301307763373,0.0173356775099838,0.0125621472488297,0.0115163746503645,0.0107265783391227,0.0191825640113133,0.0149395608011029,0.0149866730032075,0.0181992521799206,0.0133664473118668,0.00949229119612719,0.0113092335871728,0.0190522492418904,0.0131670900350375,0.0153079642593317,0.0160345470417502,0.0113952563864376
1092,2019-04-03,0.0080982515168592,0.0165165701396718,0.0121593570361898,0.0147509498247645,0.0173313888622352,0.012559182404591,0.0114351596891891,0.0107580488080638,0.0192358060340826,0.014935052217806,0.0149840122820837,0.0181992103098514,0.0133386076990519,0.00954732855537563,0.0113138331379748,0.019051369208992,0.0134290503179635,0.0152533728984044,0.0159683264893333,0.0114294390740475
1093,2019-04-04,0.00805329940430895,0.0148688306129714,0.0120557580877204,0.0145389272252719,0.0174900241297692,0.0125228333448791,0.0113945276804222,0.0107565043552826,0.019297660700431,0.0150292095907838,0.0150048536240293,0.0180199562983053,0.0134763240482923,0.00958185342832293,0.011355655465097,0.0192424075113823,0.0136026478002887,0.0152204696197077,0.0159228140990876,0.011034826402566
1094,2019-04-08,0.00809883309058061,0.0146171321640211,0.0121407466301008,0.0155533715701345,0.0174052233191668,0.0128362500626852,0.0114297852566802,0.0107826097305396,0.019321670081474,0.0153762309537501,0.0149718298583617,0.017984693768031,0.01388604892928,0.00981551511380369,0.0113458816927585,0.0197912275014418,0.0134853991148288,0.0151794939733087,0.0158872748062588,0.0110313565519078
1095,2019-04-09,0.00833040300500561,0.0146125053722302,0.0126956185478835,0.0160981269605502,0.0172031067520872,0.0127970306258009,0.0116925843554086,0.0109090336357699,0.019658457884387,0.015668706610139,0.0151588534798599,0.0179862758601797,0.0140067000106713,0.0093164529270993,0.0114087627690576,0.0199708152172072,0.0131089911705858,0.0153144722233505,0.015923602782843,0.0111629682910998
1096,2019-04-10,0.00836069712850875,0.0146120539603645,0.0127394949979127,0.0156252594516012,0.0168565996787655,0.012819363117641,0.0118516970168284,0.0109303460538136,0.0197779491642298,0.015665875562665,0.0152977559304269,0.0178956279565296,0.0139004951280675,0.00918053378416593,0.0114227799737733,0.0198728809859703,0.0126035169479899,0.0152479004362326,0.0161345917909828,0.0106351073696967
1097,2019-04-11,0.00822839131715324,0.0143945571219763,0.012997209800356,0.0165101004704481,0.0164496515647331,0.0130194114611481,0.0118721357725492,0.0107875775385169,0.0197764260419011,0.0158197731396329,0.0155424949660137,0.0180042098369533,0.0138411099648803,0.00919402087864992,0.0113686666494843,0.0198989254604306,0.0127224173632317,0.0154356797736363,0.0164558379464933,0.010747644064159
1098,2019-04-12,0.0081467860650038,0.0143603215063235,0.0130075703080354,0.016494065577689,0.0164225946264037,0.0129989244888518,0.0117133659667872,0.0105594956154079,0.019839186236483,0.0158284122850473,0.0155799808975673,0.0180188777783806,0.0138822517108073,0.00921637729842439,0.0115591454507663,0.0199329083820919,0.0135609060857437,0.0155189889051938,0.0166083932431712,0.0109359427663526
1099,2019-04-15,0.00814829666973556,0.0143603084576542,0.0130219728150501,0.0166994508871216,0.0163877190187025,0.0129614172535919,0.0117192926774269,0.0106454535348727,0.0199049826074058,0.0158500603402658,0.0156578855520824,0.0181308582066819,0.0138585773205705,0.0092275290051681,0.0115578605842383,0.0199547098783145,0.0135723162453842,0.0147518291191282,0.0156301336285487,0.0108967535834755
1100,2019-04-16,0.00837059707593061,0.0144706529797207,0.0130807247397204,0.0167423920233212,0.016307328591608,0.0129259788291349,0.0119137782025218,0.0109532607668224,0.0201052280208304,0.016130297516278,0.0157716698069591,0.0182722877884254,0.0136089180085915,0.00919550214178263,0.011575536297556,0.0199775177324828,0.0134341542216204,0.0149054527514962,0.0156425059230773,0.0108090048734765
1101,2019-04-17,0.00836188482410347,0.014501784655944,0.0130490990492027,0.0167811202660159,0.0160821947577377,0.0128334347468214,0.0119168691969942,0.0109609494357014,0.020105552540544,0.0161299976389986,0.0157710269290502,0.0182885897413411,0.0136086151861868,0.00917450591062238,0.011591350466047,0.0197529467946221,0.0132657970853923,0.0146588093956712,0.0156705348308471,0.0108156106711059
1102,2019-04-18,0.00833115327868195,0.0143286226279333,0.0130503638040997,0.0167800511878349,0.0160739229594457,0.0128587023924107,0.0118982743486043,0.0109004989732276,0.0201338237344014,0.016147029608814,0.0157300926134838,0.0182372009308337,0.0135535708289952,0.00942368436948894,0.0116205382639437,0.0197417607663724,0.0132205702524823,0.0146634620559211,0.0156713008875113,0.0108185867342397
1103,2019-04-19,0.00823249523371678,0.0142618668847167,0.0131344755168181,0.0168417246920761,0.0160461121813257,0.0128585005862334,0.0119135823511135,0.0109160719207368,0.0201350653730007,0.0161404769494479,0.0157634081030417,0.0182188308631614,0.0135404562102414,0.00942702431962416,0.011629291435855,0.0197997180950932,0.0131257529379819,0.0146591511965173,0.0156317015093796,0.0109709550135048
1104,2019-04-22,0.00844660672167226,0.0141931999750586,0.0132705401363894,0.0175428398349485,0.0161497279375929,0.0131271391589217,0.0124020976040977,0.0109959593481038,0.0202512615855519,0.0163080074282883,0.0159358731731294,0.0184463635377969,0.0136940155927799,0.00998132448014191,0.0119837449575403,0.0197681181181836,0.013051813241792,0.0146940945102685,0.0156408428320921,0.0111810981232471
1105,2019-04-23,0.00845204105775562,0.0140016386368214,0.01324345563206,0.0175493776306963,0.0159643158319447,0.0131109752803655,0.0125721796171613,0.0110605907687665,0.0202908349068388,0.0163914275828336,0.0160349965103694,0.0185010743444433,0.0137352243283548,0.0101231541108527,0.0121183391361329,0.0197780517847669,0.0130544063374732,0.0148534062812426,0.0159040252208295,0.0111623698246338
1106,2019-04-24,0.00841802837808198,0.0131518611941407,0.0133149966688063,0.0175597606872575,0.0159299498133327,0.0131113330864618,0.0125798649237479,0.0110709980351186,0.0202588838724092,0.0163892826574755,0.0160498359693841,0.0184681819701103,0.0137264473914696,0.0101232662978216,0.0121061232033989,0.0197876387006941,0.0130995010212267,0.014853010785072,0.0159043525514366,0.0111381238323316
1107,2019-04-25,0.00858313190042971,0.013278265148363,0.0136314410296304,0.0180490680837334,0.0159431362561618,0.0138338082036458,0.0131574594871372,0.0115240522269798,0.0203121080601802,0.01667069065656,0.0164883780494159,0.0188791501247588,0.0144300021756069,0.0105217993501965,0.0122525685990301,0.0200728837834278,0.0131536110465628,0.0152679766472903,0.0162251486627398,0.0113681354002872
1108,2019-04-26,0.00867891685209338,0.0130171685884415,0.0136055614212462,0.0180584081253161,0.0160222986001913,0.0137352482440677,0.0132234314200683,0.0117626081667845,0.0211905310774794,0.0171266238371697,0.0167341921823524,0.019068167103947,0.0144189113575831,0.010597825758401,0.0125800533601324,0.0201379737079086,0.0138521085148699,0.0153142767398436,0.0162214842202473,0.0114558237083889
1109,2019-04-29,0.00870151694133782,0.0124600778779068,0.0136314178788231,0.0178888964361994,0.0159577134667708,0.0136981889334812,0.0133763729952073,0.0120526427244873,0.0226221861758611,0.0175453595293407,0.0170452599864788,0.0197771682948398,0.0147220141124052,0.0105038149860729,0.0128800525356676,0.0200595096961229,0.0139594859107149,0.0162429915382173,0.0165557494781699,0.0114737200066762
1110,2019-04-30,0.00869928384890796,0.0124377496090297,0.0136175616296504,0.0178992830224958,0.0164787358047728,0.013691662501175,0.013376607152811,0.0121358871668356,0.02271369701121,0.0175273243190146,0.017046097822775,0.0197901589168175,0.0147604833921971,0.0107236951352514,0.0130915134979957,0.0200663760383086,0.0140147358325156,0.0163274738034346,0.0166364698868312,0.0113793734881853
1111,2019-05-06,0.00937954921001007,0.0129148909294429,0.0143583685734893,0.0193573534068336,0.0170592663989292,0.0151618324429017,0.0148582424220016,0.0134499978174459,0.0242435047085821,0.0193243803791319,0.0194256560992236,0.0211372451311605,0.0159607949858597,0.0109210802547819,0.0136757944463142,0.0212071470778549,0.0157234282024234,0.0166762620028012,0.0167796632578274,0.0125091911735404
1112,2019-05-07,0.00938603608637568,0.0128526855265044,0.0142868383115043,0.0193897070587032,0.0168941639698338,0.0151661401948597,0.0148508262633446,0.0134560389355152,0.0242510419637528,0.0193270939283777,0.0194121223249081,0.0211403773490037,0.0159507060156228,0.0109233976101397,0.0136491342055902,0.0212099833632135,0.0154805392745513,0.0166801692296711,0.0167752336331571,0.01243494166741
1113,2019-05-08,0.00939438918276518,0.0127419822209536,0.014309925517072,0.0194415679594909,0.0167529257990804,0.0152099433052594,0.0149788330281536,0.0134809472479685,0.0245804968532365,0.0193374033629731,0.0196134097239618,0.0211553392236013,0.0160101485236269,0.0108482611274338,0.0136958113534873,0.021214080635281,0.0154520897399772,0.0163422185571196,0.0169154030647759,0.0124388955784249
1114,2019-05-09,0.00947132701334682,0.0122261799351413,0.0143045173651426,0.019427656547228,0.0167397599677927,0.0152686520113341,0.0150566551825335,0.0134465674416609,0.0248537357399122,0.0193069063701109,0.019682454369675,0.0211538362845854,0.0160945398465122,0.0108602593931986,0.0138440357660013,0.0217098366992226,0.015456868226412,0.0164633448212702,0.0168806981479472,0.0124713028678321
1115,2019-05-10,0.0094869904523948,0.0119261635956879,0.0143986830753423,0.0195892234172814,0.0158947963303242,0.0153883327553957,0.0152027683501036,0.0135172649928468,0.0249937275239043,0.0195314878948609,0.0199043733902984,0.0213027246994266,0.0161850997619461,0.0108367817750304,0.0136935787264854,0.0218822707992637,0.0154480409805156,0.0164769868495749,0.0169212339987045,0.0125738984324087
1116,2019-05-13,0.00951208615986247,0.011927199645925,0.0142973047977324,0.019869076092591,0.0160645803741187,0.0154700734281052,0.01521714519285,0.0135971160031709,0.0250772162111787,0.019554210320388,0.0199932272330794,0.0213909041989114,0.0161912148409755,0.010874799494947,0.01365833815222,0.0222504378298051,0.0154938236904894,0.0158418119108271,0.0163901805981177,0.0124990064055082
1117,2019-05-14,0.00950977742862237,0.0118815233625038,0.0140460907417126,0.0198394069539821,0.0161266924523168,0.0154545597537352,0.0151587875834448,0.0135745116975504,0.0250402539364775,0.0193830030216879,0.0199224222504736,0.0214255704024694,0.0161092744654238,0.0108515111885048,0.0136548969258394,0.0222586690612877,0.0154462579880728,0.0158439847506168,0.0162592429868956,0.0124939920743089
1118,2019-05-15,0.00954480766940752,0.0119707549383769,0.0140994609133871,0.0200123242813736,0.0159832278996665,0.0154905853185579,0.0151736097727802,0.0134881861746161,0.0248791152775856,0.0193584919436486,0.0199546030233826,0.0214444027570901,0.0161994071156672,0.0108005188487855,0.013693634620633,0.022342989067079,0.0156752814989452,0.0157309991781631,0.0162298543668316,0.0125083844252915
1119,2019-05-16,0.00956141340999464,0.0120026166942447,0.0143181691747279,0.0201936337004172,0.0158593084139462,0.0155593415280988,0.0152653753970816,0.013536908272557,0.0249421496262345,0.0199526080128665,0.0203895761209926,0.0221742201238712,0.0162272499194972,0.0107274147486214,0.0138895122198394,0.0224977771597109,0.0158728697797872,0.0156959555547847,0.016169655581859,0.012534943424091
1120,2019-05-17,0.00955470848664264,0.0119570976925586,0.0143339717753356,0.0204624208526771,0.0164050566787617,0.0159363835601893,0.0153333202475233,0.0137855424956412,0.0251907807040445,0.0201120027261059,0.0207010927978845,0.0235197869587992,0.0163259618394007,0.0107040660809639,0.0140317607236817,0.0228448070625591,0.0162738675616691,0.0161324537732812,0.0162823203920765,0.0126724193017168
1121,2019-05-20,0.00955854563701134,0.0119834629773639,0.0143295268069647,0.0204660015182849,0.0164565135032467,0.0159541140596739,0.0153366923492841,0.0137817417194009,0.0252596764511198,0.0202618216634096,0.0207041980511346,0.0235234861953081,0.0163363507511255,0.0109678647959287,0.014034286724878,0.0231928203852933,0.0161350979269618,0.0162106662200225,0.0166548254040573,0.0127231600382908
1122,2019-05-21,0.00958656690168975,0.0120241089309865,0.0144098355243462,0.020350733958893,0.0164081305826285,0.0159133602090624,0.0155449882295002,0.0138552115595526,0.0255137976421269,0.0207797967774996,0.0211949083892035,0.0235209158038852,0.0163904172453511,0.0110129968817976,0.0140616435863746,0.0230923903095678,0.016364346063986,0.0161614365357358,0.0166619702095276,0.0126404998544926
1123,2019-05-22,0.00948693167166048,0.011212808080959,0.0139412035334319,0.0203724948352324,0.0164301066628113,0.0158082388905367,0.0153626689284686,0.0138110598443074,0.0253110068788299,0.0208786214571226,0.0211184449867642,0.0235482938972677,0.0163336544796636,0.0109194595697517,0.0139621296732921,0.0232605448849132,0.0163349627199909,0.0161310629336438,0.0164866148463584,0.0119498918220257
1124,2019-05-23,0.00946741202480998,0.0112188203937235,0.0139413637094937,0.0203530950662103,0.0161867744973721,0.0158571929481087,0.0153486410919896,0.0138562020221912,0.0253614178776942,0.0209332255133369,0.0211517472296105,0.0239443088604668,0.0164493397022818,0.011103871646375,0.0139839053760313,0.0239813832346768,0.0162802755182248,0.0160719343062079,0.0163504504726624,0.0120159404105472
1125,2019-05-24,0.00946633484138592,0.0112344799318878,0.013999169767479,0.0203567673838838,0.0161849757710246,0.0158411360696596,0.0153421258321046,0.0138430687360583,0.0263031494828052,0.0209133923883218,0.0212359635401661,0.0241908218978013,0.0164720183876299,0.0111167893919995,0.0139726973539694,0.0240007859149141,0.0163561545084457,0.0160573993128166,0.0163569132714141,0.0120011378501332
1126,2019-05-27,0.00947362980210015,0.0112832941203965,0.014018917488264,0.0203605269230874,0.0161693782222038,0.015895845231882,0.0153935667546246,0.0139425350960012,0.0266890403011923,0.0209478458724239,0.0213076786550812,0.0242198006603615,0.016549585115576,0.0111427331161156,0.0140220889795068,0.0240025964653481,0.0158118132189793,0.0159899698041758,0.0163970930565628,0.0119588791731642
1127,2019-05-28,0.00935435896645639,0.0111946537365434,0.0140500435456957,0.0203571386113667,0.0161790967248817,0.0158169623452006,0.01539440438441,0.0138605158066362,0.0269134322488743,0.020943145152438,0.0212485148324716,0.0240811250389773,0.0165365578104586,0.0111117870121636,0.0139263506542199,0.0240085845667571,0.0155773771281472,0.0159343505337016,0.0162914190652707,0.0119288941093804
1128,2019-05-29,0.00883777377728428,0.0110591804029201,0.0134251971527562,0.0198968532199265,0.0156515114854545,0.015309701973626,0.0149838559561754,0.0134351368467971,0.02622762438095,0.0206565277009227,0.0203122015633518,0.0232698958889823,0.0163438701833094,0.0100987235031836,0.0136602253633485,0.0228694089507419,0.0154895124621601,0.0153339536928537,0.0155613033307221,0.0114941420013705
1129,2019-05-30,0.00884522043911216,0.0110360039960216,0.0132833068826192,0.0199904324538326,0.0156276138081576,0.0151758148154675,0.0148272186936371,0.0133407015768367,0.0266166237945611,0.0205444571932326,0.0200557971188942,0.0225759394526788,0.0163333041284262,0.0100944177573147,0.013650392051016,0.0228477987934078,0.0154856023113475,0.0153236372816368,0.0155370241587531,0.0114856777837476
1130,2019-05-31,0.00885119549540629,0.0107347909849483,0.0132800588030163,0.0201009786293135,0.0156242863583388,0.0152223096939436,0.0148125367469821,0.0133468633800229,0.0271421599709168,0.0205067304764333,0.0200219329826058,0.0226909687757842,0.0163584318501188,0.0101181805423433,0.0135845007790035,0.0227402521029356,0.0152183858835006,0.0156834992339464,0.0157755770309357,0.0114687319070176
1131,2019-06-03,0.00885916717151574,0.0107327756681941,0.0132656863545289,0.0200034833313375,0.0156326430338821,0.0152064534288832,0.0148133386085028,0.0134152934988015,0.027604963779162,0.0206138332577816,0.0200290081372776,0.0227594683857116,0.0164305057414748,0.0101095395242423,0.013581219686428,0.0227312145554612,0.015154377162686,0.0160907211483589,0.0161572063177825,0.0114000373655302
1132,2019-06-04,0.00887874456033858,0.0107343315474036,0.0130687790601647,0.0200169116208691,0.0156628720194966,0.0151338460101484,0.0147556471573169,0.0134203742104797,0.027961289338514,0.0207074113143094,0.0199824367840735,0.0225979997203623,0.0163010979223687,0.0100982404061327,0.0135691354406709,0.0225740478523989,0.0151851517333504,0.0160904891655693,0.0161422663431531,0.0113050736079473
1133,2019-06-05,0.00881177973512493,0.0106010358417262,0.0130226979647501,0.0198747515373985,0.0149253995175789,0.0150107966504755,0.0147323056597648,0.0133593059639605,0.0279749791228924,0.020613475883484,0.0199597296680827,0.0224115966589939,0.0162815706556163,0.0100511586361897,0.0133287801312805,0.0226022985174493,0.0153413267307359,0.0162322281023404,0.0161867267515973,0.011321701320996
1134,2019-06-06,0.00882443066870198,0.0105722585595353,0.0129904030086715,0.0198611804760493,0.0146030887495642,0.0149465824834804,0.0146794900658868,0.0133215377548586,0.0276110126792755,0.0205627365790165,0.0198953465149858,0.022266399107145,0.0162610927354639,0.010052011647287,0.013158527462994,0.0226117741315864,0.0153906894878002,0.0162633898714444,0.0162373709994217,0.0113287449589803
1135,2019-06-10,0.00889830540305754,0.0104552809573724,0.0129708011825387,0.0198110208432714,0.0145689923738763,0.014693253533245,0.0146780040445804,0.0133556396264477,0.0276981670346314,0.0204461605648174,0.019854550610959,0.0221385948113515,0.016216509094752,0.0100523135361509,0.0132138187120894,0.0223565203755895,0.0153926513875072,0.0159252360922839,0.0157646111717614,0.0113588514445238
1136,2019-06-11,0.00905473088186844,0.0105641891829031,0.0132214251433148,0.0205996012903789,0.0147858180643844,0.01519012041104,0.0148575180455773,0.0137346513628817,0.0276901869396302,0.0208374950548594,0.0205038271954539,0.0217355575091953,0.0166163135437413,0.0100851992447572,0.0134007529003203,0.022686728155802,0.0155868985839867,0.0159440467424634,0.0157817438082841,0.0114718739479487
1137,2019-06-12,0.00829221601669216,0.00986886155728025,0.0127834826793688,0.0202571116254904,0.0146110088983496,0.0142729103336431,0.0138351165212172,0.0125506738281743,0.0268211948541542,0.0189612636274651,0.0188779398865437,0.0200877730472022,0.01523695681167,0.00950499082049509,0.011993514706471,0.0214810037624191,0.0149269646139383,0.015062612571777,0.0153654055039251,0.0110746841889416
1138,2019-06-13,0.00820708863459624,0.0097735368615421,0.0127277819279491,0.0202404719475359,0.0144158545934502,0.0141758003835799,0.0134749707430427,0.0123686706084187,0.0261026339789791,0.0188356284274793,0.0188217958355918,0.0196656684998848,0.0149536342019379,0.00954676654908638,0.0118866910793618,0.0215155901701223,0.0148381647589837,0.0148781459353864,0.0153395205545119,0.0108523222244168
1139,2019-06-14,0.00818948455161851,0.00976418492066156,0.0127395517125873,0.0202491505859286,0.0141293344125123,0.014185131602478,0.0134612923775786,0.0123895683956801,0.0259192071671785,0.0189578609210667,0.0188543165408136,0.0196317100163981,0.0149693793640144,0.00952322262562224,0.0118503824422526,0.0216122798360024,0.0149926519731985,0.0149989229897528,0.0157151215929925,0.0108666463883831
1140,2019-06-17,0.00818567174654227,0.00968912697304272,0.0126517370879679,0.0202651923394156,0.0131935677742187,0.0141781040140666,0.0134302015736076,0.0123059933961236,0.0256541356273802,0.0189394713196243,0.0189336772104273,0.0198217368072351,0.0149793326780526,0.00949802065937849,0.0116490130819706,0.0216065941922917,0.0149761523221193,0.0152637559946264,0.016004917401031,0.01077058077541
1141,2019-06-18,0.00820184224472608,0.00968837269172292,0.012645393904886,0.0202484310804609,0.0125793365647851,0.0141965815392622,0.0133530879015647,0.0121420816337823,0.025624123868079,0.018906929854075,0.0189000665220832,0.0196533327322333,0.0149669873029367,0.00944236466674233,0.0115302214162758,0.0212230043441596,0.0148886366736515,0.0151855795097387,0.0160027642808602,0.0107440147218375
1142,2019-06-19,0.00815130047157386,0.00962073508552052,0.0125265144525218,0.020303561383021,0.0126537508738383,0.0141326044229007,0.0133088775612598,0.0121266157099394,0.0254162040852267,0.0188364800832392,0.0188312047508561,0.0194640704200573,0.014749928520191,0.00927658086770024,0.011555452000085,0.0213964678650915,0.0148738132716406,0.0152025914993786,0.0160365600589025,0.0106226432345861
1143,2019-06-20,0.00794419257845014,0.00943711458857041,0.0125202482228673,0.0205700308907993,0.0128706726307026,0.0140439231247813,0.0130832956551553,0.0120669887986043,0.0248758190857383,0.0187183320354526,0.0187670212626896,0.0193453369897319,0.0145320941241579,0.0092658512089677,0.0112614047263269,0.0220255653750274,0.0147103791092076,0.0154708553140902,0.0164340527033669,0.0104889553977699
1144,2019-06-21,0.00790726575223037,0.00942657142064876,0.012537508460652,0.0205512520474139,0.0129081461912914,0.0140190120129871,0.0130896333464656,0.0120740870515759,0.0248841577877458,0.0187170012434514,0.01879019006484,0.0193691547763084,0.0145206347383052,0.00925150995522422,0.0112998370957585,0.0220724098311843,0.01468982520969,0.016402138968795,0.0172239163237011,0.0104625232531318
1145,2019-06-24,0.00792957174824713,0.00941309074228973,0.0126424607970569,0.0205058623271325,0.0127131810501836,0.014019193119249,0.0130592639562244,0.0120757258876971,0.0248964709714666,0.0187691138760263,0.0188335853637827,0.019347700133285,0.0144949074607939,0.00928924292203171,0.0112875998880392,0.0228060199884767,0.0146904907236793,0.0165570466668335,0.0173181060002751,0.0104667854954754
1146,2019-06-25,0.00793333361680156,0.00940056760210145,0.0126490538399551,0.0204450687062423,0.012722569144656,0.0140235035946669,0.0130811763908903,0.0121046299528504,0.0250150815985063,0.0187442084149593,0.0188431495716023,0.0193267845154227,0.0144943001989417,0.00924307698507774,0.0112879127591539,0.0228109754804387,0.0146671950301596,0.0190562037870393,0.0201549112725535,0.010529091966573
1147,2019-06-26,0.00795109840135427,0.00935497888402934,0.0127336178416394,0.02041627770643,0.0127222930502615,0.0140239152097421,0.0130710986455751,0.012089590949349,0.025020063310838,0.0188731985604508,0.0189296439644974,0.0193670088972646,0.0145330593414046,0.00918455711874481,0.0112989085916072,0.0228041445716374,0.0146585204269225,0.0208832327756089,0.0221638825765334,0.0105044040763375
1148,2019-06-27,0.0077083129745071,0.00908688752234944,0.0115342549383831,0.0201533533747188,0.0126788973305928,0.0138459671580845,0.0129037207435152,0.0120465008780353,0.024974459663963,0.0187652203878152,0.0187797100503446,0.0191812632580763,0.0144305208290216,0.00918508191163815,0.0112328798826601,0.0231560404993442,0.0146317656415781,0.0208501667703341,0.0219976588609917,0.0104913544958066
1149,2019-06-28,0.0077208940834282,0.00894452000288027,0.0113861471894925,0.020190444269551,0.0126148962555849,0.0138338051647551,0.0128337287064797,0.0117959692116021,0.0249835178998438,0.0186862657325273,0.0187295415046088,0.0190565242969726,0.0143989289270518,0.00922748130016557,0.011139080384396,0.0232222618295414,0.0146335790624564,0.0208592392075543,0.0219914522953552,0.0104919061459304
1150,2019-07-01,0.00776160875142121,0.00898944685724785,0.0114849505607333,0.0200614537710401,0.0124238385780654,0.0139317773308547,0.013018135452829,0.0119274903120216,0.0250150044279419,0.0187133361853073,0.0188138682861441,0.0191048113720657,0.0146401169687674,0.00922450283095184,0.0111370773590693,0.0233606898224681,0.0148583954337728,0.0211392214285126,0.0222233598601133,0.010363738317468
1151,2019-07-02,0.00775457257792842,0.00858772781637443,0.0112799503118311,0.0201496884037585,0.0123118800963505,0.0138064797448594,0.0130384591172452,0.0118466060973861,0.0250048320096235,0.0187186421768571,0.018801560523281,0.0190968317077853,0.0145610697082895,0.0092828517611926,0.0110326761118479,0.0234083595479382,0.0148468954398984,0.0210297120790563,0.0223069245122125,0.0103446471491813
1152,2019-07-03,0.00763878604221042,0.00841482927370373,0.0112727982433615,0.0198678297545469,0.0120879579682548,0.0136593572647029,0.0127136224247956,0.0116411554388453,0.0244040951605928,0.0184925305133726,0.0186763760752631,0.0184633685031428,0.0143360451500328,0.00933148032175987,0.0109896405302273,0.0229563263988975,0.0148923537133972,0.0211376476433887,0.0222519063577027,0.0100640366904594
1153,2019-07-04,0.00727209202308504,0.00805754509887976,0.0112741904662021,0.0191369844924938,0.0118633022656072,0.0127579045362339,0.0122654994972504,0.0113164130713913,0.0231148582243145,0.0175343931248572,0.0180643757027458,0.0175077736447383,0.0137350654191976,0.00867850510922679,0.0105656007087342,0.0222735756951785,0.0147691985333657,0.021213864544658,0.0228718378255818,0.00939350887360657
1154,2019-07-05,0.00726082150230791,0.00805055842624587,0.0112003385338988,0.0190506350175913,0.0117752697295339,0.0127286092722308,0.0122515009395539,0.0112793737212568,0.0227264019300037,0.0175175954094691,0.0180330251651878,0.0172675774893362,0.0135785481628544,0.00866991650293973,0.0105304425310207,0.0220373325184893,0.01479599245672,0.021175524440477,0.0228432247446875,0.00931897829786769
1155,2019-07-08,0.00733105030510887,0.00793721399484731,0.0115514836690343,0.0185036921788287,0.011969643108566,0.0129728832310979,0.0122563365253668,0.0113130507758128,0.0228629246763796,0.0179664392859711,0.0185415727231987,0.0175306193808897,0.0138346640229259,0.00861174728386208,0.0106390978133066,0.0222818548432005,0.0147282722437397,0.021383596583979,0.0233961634699834,0.00903350292300323
1156,2019-07-09,0.00733138478088741,0.00789185587034767,0.0115383625991309,0.0184678201840453,0.0119366583232606,0.0129487645399319,0.0122815209460633,0.011308254747448,0.022340293935337,0.0177984430962884,0.0185450237981331,0.0174630279627196,0.0135867784372951,0.0084836604140242,0.010587087467575,0.0219598515014024,0.0146729470553915,0.0214123883232364,0.0238303744952899,0.0088365693414971
1157,2019-07-10,0.00722576800210013,0.00769332202363482,0.0114138507419426,0.0173770307959431,0.0119279029576333,0.0124718569047202,0.0122463832676738,0.0112988530519838,0.0218769294237977,0.0173436684630375,0.0185676858761999,0.0173280263742921,0.0129102878754755,0.00795336027414084,0.010614591460341,0.0211625724523708,0.0146794908061452,0.0215860221513361,0.02427424233722,0.00888288361968802
